timestamp,event,text,ocr_conf,prob,kw_count,sensitive_score,url_score,length,caps_ratio,token_div
2025-11-29T10:05:38.099335,ocr_only,"Initializing, Inbox (483) - affalahmad79@gr X = + ( ) > (i Gmail Compose Inbox Starred Snoozed Sent Drafts Your",76,0.318997453196915,0.76,0,0.0,0.0,0.194,0.0990990990990991,0.9375
2025-11-29T10:05:39.330503,ocr_only,"gle.com/mall/U Q_ Search mail +   i Primary > Promotions 2, Social 23 Apple TV   Last chance: Save o... Linkedin   Up Affaf Ahmad HR Payroll Notification - Hi, We're updating payroll proce Affaf Ahmad Delivery Attempt Failed - A package is waiting for your cc Affaf Ahmad Mailbox Storage Exceeded - Your mailbox is full and incor 6 yx Affaf Ahmad Bank Alert: Unusual Debit Attempt - We stopped a suspic oO Affaf Ahmad Your Account Has Been Locked - Your account has been oO Affaf Ahmad URGENT: Password Reset Required Now - Dear User, We a oO Whiskit Cat Food from order #8369 is on the way - Whiskit Cat oO Whiskit Cat Food Order #8369 confirmed - Whiskit Cat Food Order #8369  Oo Coursera Community Weekly Coursera Support & Community Digest for Googl Oo Temu Help us protect your Temu account - Hi affaf ahmad, it's o Coursera Community Weekly Coursera Support & Community Digest for Gc Oo Grammarly We updated our Privacy Policy and Terms of Service - Gr",87,0.1094274343703425,0.87,0,0.14285714285714285,0.0,1.87,0.11586638830897704,0.5798816568047337
2025-11-29T10:05:40.313723,ocr_only,"8   & Bi: 3 Bank Alert: Unusual Debit Attempt inbox x Affaf Ahmad <affafahmadd@gmail.com> tome We stopped a suspicious debit of $1,240.00 from your account. Confirm that this transaction is yours: 5 Confirm Transaction + http://example-phish.testbank-check Ifnot verified, your card may be disabled 1s for Gmai OK No thanks",85,0.25439936621045317,0.85,0,0.14285714285714285,0.0,0.626,0.05263157894736842,0.9183673469387755
2025-11-29T10:05:41.353569,ocr_only,"Unusual Debit Atten X = + mail.google.com/mail/u/0/2ogbl#inbox/F nail Q_ Search mail &   @  : 4s Bank Alert: Unusual Debit Attempt Inbox x Affaf Ahmad <affafahmadd@gmail.com> tome We stopped a suspicious debit of $1,240.00 from your account. Confirm that this transaction is yours: 25 Confirm Transaction + http://example-phish.testbank-check Ifnot verified, your card may be disabled",85,0.2378878708041055,0.85,0,0.14285714285714285,0.0,0.732,0.052083333333333336,0.8653846153846154
2025-11-29T10:05:42.458840,ocr_only,"Initializing,   Bank Alert Unusual Debit +   > CG   Gmail Search mail   8   Jw \ Compose Bank Alert: Unusual Inbox Affaf Ahmad @ wmer Starred Snoozed Sent We stopped a sus Drafts Confirm that this transaction is yor Purchases Confirm Transaction > @ i) ia} More http://example-phish test/bank-ch < ard may be d Labels",83,0.2578924029777057,0.83,0,0.0,0.0,0.58,0.08832807570977919,0.9130434782608695
2025-11-29T10:05:43.377404,ocr_only,"Initializing, Inbox (483) - affalahmad79@gr X = +   > CG  & mail.google.com/mail/u/0/?ogbl 4 Gmail Compose Inbox Starred Snoozed Sent Drafts",73,0.3102312399809355,0.73,0,0.0,0.0,0.252,0.08571428571428572,0.9444444444444444
2025-11-29T10:05:44.555313,analysis,"Attempt - We stopped a suspicious debit of $1240.00 trom your account. that this transactio... n Locked - Your account has been temporarily locked due to suspicious login attempts. Verify your inform... set Required Now - Dear User, We detected unusual activity on your account. Your password must be rese.. - #8369 is on the way - Whiskit Cat Food Order #8369 Your order is on the way Your order is on the way. Tr... d- Whiskit Cat Food Order #8369 Thank you for your purchase! We're getting your order ready to be ship... ort & Community Digest for Google Cybersecurity Community - Weekly Digest for Google Cybersecurity ... emu account - Hi affat ahmad, it's been more than 6 months since you last updated your personal info. Ke... & Community Digest for Google Cybersecurity Community - Weekly Digest for Google Cyberse... Policy and Terms of Service - Grammarly, Coda, and Superhuman are now | Unsubscribe | ort & Community Digest for Google Cybersecurity Community - Weekly Digest for Google Cy",91,0.1317112881884317,0.91,1,0.2857142857142857,0.0,1.962,0.06,0.5535714285714286
2025-11-29T10:05:45.563743,ocr_only,"the way - Whiskit Cat Food Order #8369 Your order is on the way Your order is on the way. Tr... Cat Food Order #8369 Thank you for your purchase! We're getting your order ready to be ship nunity Digest for Google Cybersecurity Community - Weekly Digest for Google Cybersecurity... - Hi affaf ahmad, it's been more than 6 months since you last updated your personal info. Ke... munity Digest for G| screen_monitor.py- ALP... screen_monitor.py -... Terms of Service - Gi nunity Digest for Goog",91,0,0.91,0,0.14285714285714285,0.0,0.972,0.06517311608961303,0.6629213483146067
2025-11-29T10:05:46.612518,ocr_only,"Initializing, Inbox (483) - affalahmad79@gr X = +   > CG 2s mail.google.com/mail/u/0/?ogbl#inbox Ill i Gmail Search mail A @ Compose Promoti  ts:   se Starred 200 yy Affaf Ahmad HR Payroll Nc   Affaf Ahmad Delivery Atte Sent Affaf Ahmad Mailbox Stor: D Drafts Guth 06 Affaf Ahmad Bank Alert: U urchases Affaf Ahmad Your Affaf Ahmad URGENT: Pas Labels + Whiskit Cat Food A shipment f Whiskit Cat Food Order #8369",76,0,0.76,0,0.0,0.0,0.78,0.1362530413625304,0.7794117647058824
2025-11-29T10:05:47.813460,analysis,"ge Exceeded - Your mailbox is full and incoming emails will be blocked. Increase your storage now: Increase nusual Debit Attempt - We stopped a suspicious debit of $1240.00 from your account. Confirm that this trar Has Been Locked - Your account has been temporarily locked due to suspicious login attempts. Verify your sword Reset Required Now - Dear User, We detected unusual activity on your account. Your password must om order #8369 is on the way - Whiskit Cat Food Order #8369 Your order is on the way Your order is on the confirmed - Whiskit Cat Food Order #8369 Thank you for your purchase! We're getting your order ready tot era Support & Community Digest for Google Cybersecurity Community - Weekly Digest for Google Cyberse ct your Temu account - Hi affaf ahmad, it's been more than 6 months since you last updated your personal sera Support & Community Digest for Google Cybersecurity Community - Weekly Digest for Googl... sur Privacy Policy and Terms of Service - Grammarly, Coda, and S",93,0,0.93,1,0.2857142857142857,0.0,1.974,0.06,0.5895953757225434
2025-11-29T10:05:48.810748,ocr_only,"der #8369 Thank you for your purchase! We're getting your order ready to be ship... st for Google Cybersecurity Community - Weekly Digest for Google Cybersecurity... No ahmad, it's been more than 6 months since you last updated your personal info. Ke. ov19 gest for Google Cybersecurity Community - Weekly Digest for Google Cy! Nov 17 Service - Grammarly, Coda, and Superhuman are now part of Superhuman Platform... Nov 11 st for Google Cybersecurity Community - Weekly Digest for Google Cybersecurity 2 what everyone is up to",89,0,0.89,0,0.14285714285714285,0.0,1.04,0.06273764258555133,0.6629213483146067
2025-11-29T10:05:49.834224,ocr_only,"he way - Whiskit Cat Food Order #8369 Your order is on the way Your order is on the way. Tr... it Food Order #8369 Thank you for your purchase! We're getting your order ready to be ship... nity Digest for Google Cybersecurity Community - Weekly Digest for Google Cybersecurity ... Hi affat ahmad, it's been more than 6 months since you last updated your personal info. Ke... G Inbox (483) - unity Digest for Google Cybersecuri of Service - Grammarly, Coda, and brhuman Platform... nity Digest for Google Cybersecurity Co je Cybersecurity ... ory - See what everyone is up to 6 ex",90,0,0.9,0,0.14285714285714285,0.0,1.142,0.06217616580310881,0.6415094339622641
2025-11-29T10:05:50.830925,ocr_only,"is on the way. Tr... the way - Whiskit Cat Food Order #8369 Your order is on the way Your ord:  at Food Order #8369 Thank you for your purchase! We're getting your order ready to be sh unity Digest for Google Cybersecurity Community - Weekly Digest for Google Cybersecurity .. - Hiaffaf ahmad, it's been more than 6 months since you last updated your personal info. K munity Digest for   Terms of Service unity Digest for Goo} tory - See what evel",92,0,0.92,0,0.14285714285714285,0.0,0.878,0.06040268456375839,0.6705882352941176
2025-11-29T10:05:52.041456,ocr_only,"want, | can automa indentation for you. Woul that? PORTS COMMENTS Opto A OW - |G x python screen_monitor.py i pe, text, conf, prob] + feats DeprecationWarning: datetime.datetime.utcnow() is deprec n. Use timezone-aware objects to represent datetimes in UTC: datetime ype, text, conf, prob] + feats   screen monitorpy DeprecationWarning: datetime.datetime.utcnow() is deprec in. Use timezone-aware objects to represent datetimes in UTC: datetime Describe what to build n AgentY ype, text, conf, prob] + feats Ln Spaces:4 UTF-8 CRLF {} A Be",82,0,0.82,0,0.0,0.0,1.012,0.08364312267657993,0.6753246753246753
2025-11-29T10:05:53.435951,ocr_only,"except: pass sys.exit (2) MS OUTPUT TERMINAL = PORTS. COMMENTS  ) python A ) PS C:\Users\Affaf\project\AI Proj\AI_Proj> python screen monitor.py ry = [datetime.utcnow().isoformat(), event_type, text, conf, prob] + feats DeprecationWarning: datetime.datetime. and scheduled for removal in a future version. Use timezone-aware objects to represent datetim time.now(datetime.UTC). ry = [datetime.utcnow().isoformat(), event_type, text, conf, prob] + feats DeprecationWarning: datetime.datetime. and scheduled for removal in a future version. Use timezone-aware objects to represent datetim time.now(datetime.UTC). ry = [datetime.utcnow()-isoformat(), event_type, text, conf, prob] + feats Q Search GG <x",86,0,0.86,0,0.0,0.0,1.3,0.08142857142857143,0.5652173913043478
2025-11-29T10:05:55.043307,ocr_only,"PROBLEMS OUTPUT TERMINAL PORTS.  COMMENTS   python 4 (venv) PS C:\Users\affaf\project\AI python screen_monitor.py entry = [datetime.utcnow().isoformat(), event_type, text, conf, prob] + feats C:\Users\affaf\project\AI_Proj\AI_Proj\screen_monitor.py:23@: Deprecationwarning: ated and scheduled for removal in a future version. Use timezone-aware objects to represent   . entry = [datetime.utcnow().isoformat(), event_type, text, conf, prob] + feats C:\Users\affaf\project\AI_Proj\AI_Proj\screen_monitor.py:23@: Deprecationwarning: ated and scheduled for removal in a future version. Use timezone-aware objects to represent   . entry = [datetime.utcnow().isoformat(), event_type, text, conf, prob] + feats (Q search 24 G",85,0,0.85,0,0.0,0.0,1.338,0.08774373259052924,0.47058823529411764
2025-11-29T10:05:57.214672,ocr_only,"TERMINAL COMMENTS.   python A + | PS Proj\AL _Proj> python screen_monitor.py ind scheduled for removal in a future version. Use timezone-aware objects to represent datetime ime now(datetime .UTC) . y = [datetime.utcnow().isoformat(), event_type, text, conf, prob] + feats rror: (3221225786,  Estimating resolution as 161 : :~ObjectCache() still has count 1 (id C:\\Program Files\\Tesseract-OCR/tessdata/eng.trainedda Cache (@0007ffd5d536600) : :~ObjectCache(): WARNING! LEAK! object still has coun : :~Objec object still has count 1 (id C:\\Program Files\\Tesseract-OCR/tessdata/eng.t wg)"")",84,0,0.84,0,0.0,0.0,1.096,0.1,0.7349397590361446
2025-11-29T10:05:58.573101,ocr_only,"394, PROBLEMS   OUTPUT   DEBUGCONSOLE TERMINAL COMMENTS (venv) PS python screen_monitor.py m Files\\Tesseract-OCk/tessdata/eng.traineddatalstm-word-dawg) ObjectCache(eeee7 LEAK! object still has count 1 (id C:\\Program Files\\Tesserac Loop error: (3221225786,  Estimating resolution as 161 ObjectCache(eeee7ffd5d536 bject still has count 1 (id C:\\Program Files\\Tesseract-OCR/te : :~ObjectCache(): WARNING! LEAK! object @00002182cc m Files\\Tesseract-OCR/tessdata/eng.traineddatalstm-word-dawg) ObjectCache(eeee7 LEAK! object still has count 1 (id C:\\Program Files\\Tesserac Search 8G | Gas",82,0,0.82,0,0.0,0.0,1.122,0.16891891891891891,0.589041095890411
2025-11-29T10:06:00.468412,ocr_only,"394, PROBLEMS   OUTPUT   DEBUGCONSOLE TERMINAL COMMENTS (venv) PS C:\Users\Affaf\project\AI_Proj\AI_Proj> python screen_monitor.py ObjectCache(e0007Ffd5d536600) : :~ObjectCache(): WARNING! LEAK! object @00002182cc m Files\\Tesseract-OCR/tessdata/eng.traineddatalstm-word-dawg) ObjectCache(eeee7 LEAK! object still has count 1 (id C:\\Program Files\\Tesserac Loop error: (3221225786,  ObjectCache(00e7ffd5d536600) : :~ObjectCache(): WARNING has count 1 (id C:\\Program stm-pu WARNING! LEAK! object still has count 1 (id C ta/eng.traineddatalstm-word-dawg) ObjectCache(ee0e7Ffd5d536600) : @ still has count 1 (id C:\\Program Files\\Tesseract-ocr/tessdata/eng.traineddat Search 8G | Gas",79,0,0.79,0,0.0,0.0,1.29,0.17569546120058566,0.5402298850574713
2025-11-29T10:06:03.872926,ocr_only,"394, PROBLEMS   OUTPUT   DEBUGCONSOLE TERMINAL COMMENTS (venv) PS python screen_monitor.py m ObjectCache(eeee7 LEAK! object eeeeeiaboff5bife still has count 1 (id C:\\Program Files\\Tesserac Loop error: (3221225786,  Estimating resolution as 164 ObjectCache(eeee7ffd5d536 bject eeeee18f79ce3d5@ still has count 1 (id C:\\Program Files\\Tesseract-OCR/te ObjectCache(e0007ffd5d536600) : :~ObjectCache(): WARNING! LEAK! object m Files\\Tesseract-OCk/tessdata/eng.traineddatalstm-word-dawg) LEAK! object still has count 1 (id C:\\Program Files\\Tesserac Search 8G | Gas",82,0.18309114587507613,0.82,0,0.0,0.0,1.07,0.168141592920354,0.6111111111111112
