timestamp_utc,event,x,y,active_window_title,explorer_path,uia_control_type,uia_control_name,ocr_text,label,phishing_score
2025-10-29T04:56:02.258664,snapshot,822,1055,Pictures,C:\Users\Malaika\OneDrive\Pictures,,,,0,0.0
2025-10-29T04:56:03.000494,snapshot,356,16,AI screen monitoring program - Google Chrome,,,,,0,0.0
2025-10-29T04:56:03.712987,snapshot,356,16,AI screen monitoring program - Google Chrome,,,,,0,0.0
2025-10-29T04:56:04.137136,click,356,16,AI screen monitoring program - Google Chrome,,,,,0,0.0
2025-10-29T04:56:04.662637,snapshot,356,16,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T04:56:05.438803,snapshot,356,16,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T04:56:06.155595,snapshot,364,88,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T04:56:06.855152,snapshot,364,88,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T04:56:07.578230,snapshot,364,88,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T04:56:08.294154,snapshot,364,88,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T04:56:09.026128,snapshot,364,88,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T04:56:09.729962,snapshot,364,88,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T04:56:10.496639,snapshot,364,88,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T04:56:11.249061,snapshot,364,88,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T04:56:12.007154,snapshot,364,88,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T04:56:12.725484,snapshot,355,67,Google - Google Chrome,,,,,0,0.0
2025-10-29T04:56:13.420681,snapshot,327,139,Google - Google Chrome,,,,,0,0.0
2025-10-29T04:56:14.123729,snapshot,557,244,Google - Google Chrome,,,,,0,0.0
2025-10-29T04:56:14.865104,snapshot,647,356,Google - Google Chrome,,,,,0,0.0
2025-10-29T04:56:15.562329,snapshot,735,411,Google - Google Chrome,,,,,0,0.0
2025-10-29T04:56:16.294247,snapshot,735,411,Google - Google Chrome,,,,,0,0.0
2025-10-29T04:56:17.075192,snapshot,685,404,Google - Google Chrome,,,,,0,0.0
2025-10-29T04:56:17.810728,snapshot,662,456,Google - Google Chrome,,,,,0,0.0
2025-10-29T04:56:18.542191,snapshot,657,421,Google - Google Chrome,,,,,0,0.0
2025-10-29T04:56:18.875114,click,657,413,Google - Google Chrome,,,,,0,0.0
2025-10-29T04:56:19.266288,snapshot,657,413,Google - Google Chrome,,,,,0,0.0
2025-10-29T04:56:20.037331,snapshot,657,413,Google - Google Chrome,,,,,0,0.0
2025-10-29T04:56:20.732254,snapshot,632,495,Google - Google Chrome,,,,,0,0.0
2025-10-29T04:56:20.779992,click,632,495,Google - Google Chrome,,,,,0,0.0
2025-10-29T04:56:21.431908,snapshot,632,495,Google - Google Chrome,,,,,0,0.0
2025-10-29T04:56:22.107813,snapshot,632,495,gemini ai - Google Search - Google Chrome,,,,,0,0.0
2025-10-29T04:56:22.801958,snapshot,632,495,gemini ai - Google Search - Google Chrome,,,,,0,0.0
2025-10-29T04:56:23.539387,snapshot,376,478,gemini ai - Google Search - Google Chrome,,,,,0,0.0
2025-10-29T04:56:24.253155,snapshot,346,477,gemini ai - Google Search - Google Chrome,,,,,0,0.0
2025-10-29T04:56:24.965374,snapshot,841,927,gemini ai - Google Search - Google Chrome,,,,,0,0.0
2025-10-29T04:56:25.636067,snapshot,849,953,gemini ai - Google Search - Google Chrome,,,,,0,0.0
2025-10-29T04:56:26.349775,snapshot,935,1052,gemini ai - Google Search - Google Chrome,,,,,0,0.0
2025-10-29T04:56:26.493549,click,898,1057,gemini ai - Google Search - Google Chrome,,,,,0,0.0
2025-10-29T04:56:27.056456,snapshot,881,856,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T04:56:27.776471,snapshot,881,855,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T04:56:28.486446,snapshot,791,954,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T04:56:29.176451,snapshot,794,923,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T04:56:29.923519,snapshot,794,922,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:10:32.353457,snapshot,753,1071,screen_monitor_uia_log.csv - WPS Office,,,,,0,0.0
2025-10-29T05:10:33.096509,snapshot,753,1071,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:10:33.830308,snapshot,753,1071,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:10:34.538800,snapshot,753,1071,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:10:35.249285,snapshot,753,1071,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:10:35.949452,snapshot,753,1071,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:10:36.675585,snapshot,753,1071,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:10:37.396922,snapshot,753,1071,Program Manager,,,,,0,0.0
2025-10-29T05:10:38.110150,snapshot,753,1071,Program Manager,,,,,0,0.0
2025-10-29T05:10:38.840731,snapshot,753,1071,Program Manager,,,,,0,0.0
2025-10-29T05:10:39.575041,snapshot,753,1071,Program Manager,,,,,0,0.0
2025-10-29T05:10:40.300709,snapshot,753,1071,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:10:41.028874,snapshot,753,1071,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:10:47.447213,snapshot,0,0,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:10:48.197427,snapshot,0,0,tk,,,,,0,0.0
2025-10-29T05:10:48.933453,snapshot,1132,903,tk,,,,,0,0.0
2025-10-29T05:10:49.651031,snapshot,901,953,tk,,,,,0,0.0
2025-10-29T05:10:50.363765,snapshot,877,1000,tk,,,,,0,0.0
2025-10-29T05:10:51.057919,snapshot,842,1043,tk,,,,,0,0.0
2025-10-29T05:10:51.770795,snapshot,841,1044,tk,,,,,0,0.0
2025-10-29T05:10:52.487759,snapshot,840,1044,tk,,,,,0,0.0
2025-10-29T05:10:53.188473,snapshot,840,1044,tk,,,,,0,0.0
2025-10-29T05:10:53.358244,click,840,1044,tk,,,,,0,0.0
2025-10-29T05:10:53.913194,snapshot,840,1044,Scam and phishing examples - Google Chrome,,,,,0,0.0
2025-10-29T05:10:54.708888,snapshot,862,366,Scam and phishing examples - Google Chrome,,,,,0,0.0
2025-10-29T05:10:55.488486,snapshot,1217,13,Scam and phishing examples - Google Chrome,,,,,0,0.0
2025-10-29T05:10:56.212301,snapshot,1273,15,Scam and phishing examples - Google Chrome,,,,,0,0.0
2025-10-29T05:10:56.585082,click,1273,15,Scam and phishing examples - Google Chrome,,,,,0,0.0
2025-10-29T05:10:56.946206,snapshot,1273,15,Scam and phishing examples - Google Chrome,,,,,0,0.0
2025-10-29T05:10:57.672803,snapshot,1273,15,Scam and phishing examples - Google Chrome,,,,,0,0.0
2025-10-29T05:10:58.483255,snapshot,1273,15,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T05:10:59.290195,snapshot,1274,15,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T05:11:00.036785,snapshot,1125,164,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T05:11:00.749383,snapshot,1125,164,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T05:11:01.457867,snapshot,1125,164,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T05:11:02.161002,snapshot,1125,164,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T05:11:02.850408,snapshot,1125,164,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T05:11:03.567699,snapshot,1125,164,New Tab - Google Chrome,,,,,0,0.0
2025-10-29T05:11:04.282052,snapshot,1125,164,Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:05.025149,snapshot,1125,164,Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:05.738322,snapshot,1125,164,Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:06.500775,snapshot,1125,164,Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:07.236787,snapshot,1004,191,Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:08.007256,snapshot,1060,256,Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:13.636569,snapshot,790,630,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:14.583694,snapshot,790,630,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:15.356852,snapshot,1058,619,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:16.138120,snapshot,1136,648,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:16.882790,snapshot,1183,691,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:17.588494,snapshot,1611,622,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:18.302078,snapshot,1838,659,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:18.997900,snapshot,1895,700,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:19.698588,snapshot,1890,701,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:20.395402,snapshot,1890,701,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:20.873814,click,1890,709,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:21.118591,snapshot,1891,731,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:21.833373,snapshot,1904,828,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:22.537506,snapshot,1908,893,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:23.233467,snapshot,1911,930,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:23.921756,snapshot,1911,940,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:24.613326,snapshot,1523,804,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:25.315416,snapshot,952,539,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:26.013665,snapshot,858,522,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:26.714900,snapshot,887,518,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:27.439300,snapshot,1018,517,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:28.188031,snapshot,1140,509,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:28.881780,snapshot,1330,502,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:29.580739,snapshot,1471,495,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:30.284887,snapshot,1202,556,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:30.978978,snapshot,1173,600,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:31.699402,snapshot,1173,600,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:32.438071,snapshot,1116,701,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:33.133724,snapshot,1110,707,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:33.826707,snapshot,1110,707,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:34.544084,snapshot,1110,707,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:35.245448,snapshot,881,1060,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:35.997400,snapshot,889,1058,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:36.378641,click,907,1047,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:36.770812,snapshot,907,1047,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:11:37.522625,snapshot,907,1047,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:11:38.257336,snapshot,907,1047,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:11:38.969680,snapshot,907,1047,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:11:39.686386,snapshot,907,1047,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:11:40.416036,snapshot,907,1047,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:11:41.120687,snapshot,907,1047,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:11:41.866345,snapshot,907,1047,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:11:42.658245,snapshot,907,1047,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:11:43.158890,click,907,1047,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:11:43.444517,snapshot,907,1047,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:44.149401,snapshot,881,1011,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:44.485965,click,885,1035,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:11:44.910492,snapshot,885,1035,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:11:45.634148,snapshot,885,1035,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:11:46.464795,snapshot,885,1035,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:11:47.215795,snapshot,885,1035,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:15:30.006737,snapshot,0,0,C:\Windows\System32\cmd.exe - python  screen_monitor.py,,,,,0,0.0
2025-10-29T05:15:30.474612,click,249,347,tk,,,,,0,0.0
2025-10-29T05:15:30.768639,snapshot,0,0,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:31.508912,snapshot,0,0,???????? ???? ???? ???? ???????? ???????????? for multiple positions - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:38.356581,snapshot,164,748,Spam (3) - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:39.106290,snapshot,164,748,Spam (3) - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:39.825099,snapshot,164,748,Spam (3) - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:40.549320,snapshot,164,748,Spam (3) - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:41.292092,snapshot,186,567,Spam (3) - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:42.006925,snapshot,202,377,Spam (3) - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:42.487424,click,205,362,Spam (3) - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:42.756893,snapshot,205,362,Spam (3) - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:51.587191,snapshot,248,445,Sent Mail - 231353@students.au.edu.pk - Air University Mail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:52.324635,snapshot,308,361,Sent Mail - 231353@students.au.edu.pk - Air University Mail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:53.050582,snapshot,1359,11,Sent Mail - 231353@students.au.edu.pk - Air University Mail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:53.764419,snapshot,1862,0,Sent Mail - 231353@students.au.edu.pk - Air University Mail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:54.496512,snapshot,1704,43,Sent Mail - 231353@students.au.edu.pk - Air University Mail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:54.668766,click,1796,4,Sent Mail - 231353@students.au.edu.pk - Air University Mail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:57.706415,snapshot,414,321,Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:58.520696,snapshot,881,532,Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:15:59.288456,snapshot,881,532,Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:00.569266,snapshot,881,532,Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:01.414877,snapshot,1249,535,Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:02.217892,snapshot,789,607,Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:10.872078,snapshot,118,748,Spam (3) - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:11.660075,snapshot,113,764,Spam (3) - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:12.421644,snapshot,95,902,Spam (3) - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:13.255310,snapshot,131,705,Spam (3) - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:14.008228,snapshot,191,361,Spam (3) - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:14.178174,click,191,361,Spam (3) - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:14.789947,snapshot,191,361,Spam (3) - malaikaarif34@gmail.com - Gmail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:17.780713,snapshot,1020,1048,Sent Mail - 231353@students.au.edu.pk - Air University Mail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:18.653340,snapshot,464,349,Sent Mail - 231353@students.au.edu.pk - Air University Mail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:19.213038,click,677,379,Sent Mail - 231353@students.au.edu.pk - Air University Mail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:19.411459,snapshot,677,379,Sent Mail - 231353@students.au.edu.pk - Air University Mail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:20.162304,snapshot,677,379,(no subject) - 231353@students.au.edu.pk - Air University Mail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:21.128522,snapshot,641,688,(no subject) - 231353@students.au.edu.pk - Air University Mail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:21.880640,snapshot,623,712,(no subject) - 231353@students.au.edu.pk - Air University Mail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:22.625083,snapshot,623,712,(no subject) - 231353@students.au.edu.pk - Air University Mail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:23.363006,snapshot,613,729,(no subject) - 231353@students.au.edu.pk - Air University Mail - Google Chrome,,,,,0,0.0
2025-10-29T05:16:24.118728,snapshot,613,729,(no subject) - 231353@students.au.edu.pk - Air University Mail - Google Chrome,,,,,0,0.0
